Hybridization.REF,labels,APCS,APOA1,ARG1,FGA,C9,MBL2,LBP
TCGA.ZP.A9D2.01A.11R.A38B.07,1,1704.1485,3459.2431,5271.8341,67484.3523,271.4702,245.2693,5925.0364
TCGA.ZP.A9D4.01A.11R.A37K.07,1,36104.0871,59520.2942,7151.4637,185811.9078,3742.045,10015.5565,6652.5244
TCGA.ZS.A9CD.01A.11R.A37K.07,1,33984.9737,139515.402,21064.6131,556158.5274,17584.5229,4713.7491,79219.3839
TCGA.ZS.A9CE.01A.11R.A37K.07,1,7487.965,637030.6619,16744.5295,179688.1838,8120.8972,1978.1182,7957.3304
TCGA.ZS.A9CF.01A.11R.A38B.07,1,11762.9221,171286.6988,13729.1523,211294.969,1035.8374,204.6864,6516.8849
TCGA.ZS.A9CF.02A.11R.A38B.07,1,25697.775,298804.6972,11406.0569,355813.3498,647.7132,386.2794,3014.2151
TCGA.ZS.A9CG.01A.11R.A37K.07,1,53072.1508,82807.8835,241.3025,669855.0129,339.3316,7107.455,8270.7798
TCGA-3X-AAV9-01A-72R-A41I-07,1,348.3941,5.988,0,983.1247,0.5444,0,82.1992
TCGA-3X-AAVA-01A-11R-A41I-07,1,6685.5346,369.9257,23.442,1739.8513,38.3076,9.7198,101.7724
TCGA-3X-AAVB-01A-31R-A41I-07,1,2938.6167,1.4586,0.4862,2215.1453,0,0,1.9448
TCGA-3X-AAVC-01A-21R-A41I-07,1,17.4411,802.8342,1.0901,277.422,4.3603,0,0.545
TCGA-3X-AAVE-01A-11R-A41I-07,1,8007.2323,339.9199,8.7821,16679.8399,51.6596,6.7157,5800.8524
TCGA-4G-AAZO-01A-12R-A41I-07,1,5373.7113,2.5773,0,241.4089,2.5773,0,0.8591
TCGA-4G-AAZT-01A-11R-A41I-07,1,8230.8978,77.1685,1.8229,1517.2414,10.9373,0,8.5068
TCGA-W5-AA2G-01A-11R-A41I-07,1,5798.1122,52295.7525,1649.7116,54861.5627,4899.8427,1018.8778,4303.6182
TCGA-W5-AA2H-01A-31R-A41I-07,1,0,15.6055,11.236,1.2484,0,0.6242,19.975
TCGA-W5-AA2I-11A-11R-A41I-07,0,40194.9686,676505.2411,24583.8574,423374.2138,31163.522,8599.5807,15009.434
TCGA-W5-AA2I-01A-32R-A41I-07,1,3722.3558,8060.0962,55.2885,7337.7404,271.6346,57.0913,1184.4952
TCGA-W5-AA2O-01A-11R-A41I-07,1,6420.3445,33264.8009,858.4499,43222.282,1865.9849,608.7191,1961.2487
TCGA-W5-AA2Q-11A-11R-A41I-07,0,37655.6474,450199.7245,13333.3333,545960.0551,25504.1322,3831.9559,13298.8981
TCGA-W5-AA2Q-01A-11R-A41I-07,1,2097.1574,48.7908,0.8485,1154.8579,0.4243,0.8485,430.2079
TCGA-W5-AA2R-11A-11R-A41I-07,0,47392.2731,403489.8981,16734.7713,737590.8983,50592.0834,765.1102,24993.6004
TCGA-W5-AA2R-01A-11R-A41I-07,1,4110.096,0,2.7755,12620.3308,0,7.4014,3114.1436
TCGA-W5-AA2T-01A-12R-A41I-07,1,1837.7724,100.2421,13.0751,6107.9903,3.8741,12.5908,34.8668
TCGA-W5-AA2U-11A-11R-A41I-07,0,31023.1649,639800.1675,26027.3514,579378.1747,33219.0901,2042.9807,9888.9199
TCGA-W5-AA2U-01A-11R-A41I-07,1,8631.4842,62.5633,1.8004,2834.2523,5.4011,2.7006,131.878
TCGA-W5-AA2W-01A-11R-A41I-07,1,4484.4412,278.7453,3.7308,604.3922,19.1871,11.7254,332.5756
TCGA-W5-AA2X-11A-11R-A41I-07,0,32892.094,322429.4872,19090.812,541433.7607,39041.6667,7829.0598,16487.1795
TCGA-W5-AA2X-01A-11R-A41I-07,1,209.7206,1391.504,29.0853,1573.1598,63.7836,40.8215,170.4299
TCGA-W5-AA2Z-01A-11R-A41I-07,1,2003.118,13.363,1.3363,14126.0579,1.7817,0.4454,36.5256
TCGA-W5-AA30-11A-11R-A41I-07,0,48512.6807,659437.1421,19527.6793,961706.0267,50200.1636,2771.748,23370.6027
TCGA-W5-AA30-01A-31R-A41I-07,1,6809.8729,2.9326,0.4888,3080.6452,2.9326,0,698.436
TCGA-W5-AA31-11A-11R-A41I-07,0,44210.5263,472232.3049,24516.3339,734984.5735,39145.1906,14428.3122,17638.8385
TCGA-W5-AA31-01A-11R-A41I-07,1,3564.9357,18138.2949,1547.7182,86440.0629,4414.6996,623.5305,3870.7766
TCGA-W5-AA33-01A-11R-A41I-07,1,2256.2886,21010.4414,651.1628,30372.5676,2040.8163,204.0816,1541.5282
TCGA-W5-AA34-11A-11R-A41I-07,0,27252.6146,702666.9348,19004.0225,303807.7233,16176.1866,6630.7321,10008.8496
TCGA-W5-AA34-01A-11R-A41I-07,1,13809.5483,17.9671,9.2402,22522.0739,3.0801,1.0267,1483.0595
TCGA-W5-AA36-01A-11R-A41I-07,1,7944.7005,5.7604,0,1923.3871,1.1521,1.1521,192.3963
TCGA-W5-AA38-01A-11R-A41I-07,1,16960.4299,24.426,0.4885,1555.447,2.4426,0,18644.8461
TCGA-W5-AA39-01A-11R-A41I-07,1,8682.1886,42614.6682,6498.2538,72430.7334,19.7905,208.3818,14799.7672
TCGA-W6-AA0S-01A-11R-A41I-07,1,8981.1589,9.4798,0.948,28986.3728,0.474,0,319.4691
TCGA-WD-A7RX-01A-12R-A41I-07,1,10870.7359,111992.6807,1565.8084,74424.7811,3926.2841,902.3657,2928.7675
TCGA-YR-A95A-01A-12R-A41I-07,1,7648.2122,26000,1167.2434,41357.5548,2494.233,396.1938,2657.4394
TCGA-ZD-A8I3-01A-11R-A41I-07,1,13831.5534,6.3107,0,19927.6699,0,6.7961,173.7864
TCGA-ZH-A8Y1-01A-11R-A41I-07,1,598.7452,49.4738,2.2488,3047.135,2.811,0,237.2493
TCGA-ZH-A8Y2-01A-11R-A41I-07,1,9871.3144,266.8064,0,40135.2378,5.766,4.1934,918.3593
TCGA-ZH-A8Y4-01A-11R-A41I-07,1,11710.2713,6539.2442,280.5233,18920.0581,872.093,105.1357,1232.0736
TCGA-ZH-A8Y5-01A-11R-A41I-07,1,2560.7949,4.8864,0.3258,5401.4171,0.3258,9.7728,121.5083
TCGA-ZH-A8Y6-01A-11R-A41I-07,1,84.0604,97.5701,47.6593,4549.3949,3.7527,1.1258,4.5032
TCGA-ZH-A8Y8-01A-51R-A41I-07,1,5615.2263,8971.1934,856.3786,26718.5185,1951.0288,181.4815,1462.1399
TCGA-ZU-A8S4-11A-11R-A41I-07,0,74072.2237,330959.5439,22177.5726,1208438.784,88961.173,12298.6696,46042.8998
TCGA-ZU-A8S4-01A-11R-A41I-07,1,3699.3643,174.9969,15.9541,22687.7727,77.7764,32.9054,4019.4441
